,Date,Close_AAL,Volume_AAL,Close_ALGT,Volume_ALGT,Close_ALK,Volume_ALK,Close_DAL,Volume_DAL,Close_HA,Volume_HA,Close_LUV,Volume_LUV,Close_BCS,Volume_BCS,Close_CS,Volume_CS,Close_DB,Volume_DB,Close_GS,Volume_GS,Close_MS,Volume_MS,Close_WFC,Volume_WFC,Close_BHC,Volume_BHC,Close_JNJ,Volume_JNJ,Close_MRK,Volume_MRK,Close_PFE,Volume_PFE,Close_RHHBY,Volume_RHHBY,Close_UNH,Volume_UNH,Close_AAPL,Volume_AAPL,Close_AMZN,Volume_AMZN,Close_FB,Volume_FB,Close_GOOG,Volume_GOOG,Close_IBM,Volume_IBM,Close_MSFT,Volume_MSFT,Close_SP500,Volume_SP500
13,07-06-2012,11.28,8513300,63.330002,155900.0,16.9,1903800.0,10.28,15796300.0,5.95,749800.0,8.86,9542500.0,11.069124,7455300.0,20.058594,3050500.0,34.188931,1990700.0,94.0,6068400.0,13.41,42815800.0,31.18,28903000.0,48.560001,1475900.0,62.799999,12959300.0,38.330002,53370900.0,21.940001,27802800.0,20.120001,444800.0,57.450001,7249100.0,20.418571,379766800,218.800003,3503900.0,26.309999,26159500.0,288.03537,3530100.0,194.440002,3701100.0,29.23,37792800.0,1314.98999,4258140000
14,08-06-2012,12.15,9863800,65.699997,291400.0,17.365,1806400.0,10.38,20033400.0,5.92,471000.0,9.06,10019600.0,10.995392,3291800.0,19.814453,2080100.0,34.341602,1273100.0,94.540001,3366700.0,13.71,20410000.0,31.43,33927700.0,48.52,1027400.0,62.98,11249500.0,38.459999,50924300.0,22.139999,21098400.0,20.059999,215000.0,58.0,6406900.0,20.725714,347516400,218.479996,2877000.0,27.1,38034000.0,289.141235,2831300.0,195.139999,2479200.0,29.65,42551100.0,1325.660034,3497190000
15,11-06-2012,11.36,7708500,65.040001,128800.0,17.285,2258200.0,10.17,11489900.0,5.88,853900.0,8.98,7797300.0,10.764977,5743400.0,19.335938,1656800.0,33.339695,2066800.0,92.800003,4941700.0,13.37,23560500.0,30.99,26855900.0,46.41,1609900.0,62.119999,12226400.0,38.470001,46814300.0,22.1,22684100.0,19.969999,333600.0,57.459999,6236300.0,20.398928,591264800,216.5,3749100.0,27.01,28219600.0,283.188538,5342100.0,192.509995,3273300.0,28.9,46361900.0,1308.930054,3537530000
16,12-06-2012,11.43,7488200,65.739998,149700.0,17.360001,1366400.0,10.04,12803400.0,5.92,557600.0,8.99,9756700.0,11.013824,2996600.0,19.345703,3464400.0,33.807251,1788900.0,94.040001,3668500.0,13.93,26987100.0,31.299999,32437000.0,45.990002,4281300.0,63.080002,26655400.0,38.849998,10467000.0,22.190001,24631800.0,20.469999,501200.0,57.84,6023900.0,20.577143,435380400,216.419998,2833300.0,27.4,15816800.0,281.494873,6472500.0,194.550003,3023700.0,29.290001,35337900.0,1324.180054,3442920000
17,13-06-2012,11.97,12150700,67.160004,200400.0,17.5,1441400.0,10.29,16726400.0,5.96,476900.0,9.19,9269500.0,10.746544,4365100.0,19.375,3018100.0,33.435116,1491800.0,92.720001,4694700.0,13.65,23361000.0,31.58,30209200.0,45.150002,2869100.0,64.449997,98440200.0,38.400002,11566500.0,22.190001,23740600.0,20.59,721800.0,58.009998,6373600.0,20.434286,293580000,214.729996,2325200.0,27.27,17102800.0,279.497375,3923000.0,193.100006,3247700.0,29.129999,32984600.0,1314.880005,3506510000
18,14-06-2012,12.48,8775200,66.5,178800.0,17.605,2099000.0,10.45,8616600.0,5.99,599300.0,9.2,11994600.0,11.16129,6487100.0,17.548828,8502100.0,33.578243,2015000.0,93.82,4461000.0,13.93,20306000.0,32.029999,31265500.0,45.950001,1945200.0,65.449997,34314900.0,38.790001,12909600.0,22.559999,30812200.0,20.59,1769800.0,59.25,6649800.0,20.411785,345573200,214.449997,3060900.0,28.290001,16855000.0,278.481171,4707200.0,195.100006,3585000.0,29.34,39458900.0,1329.099976,3687720000
19,15-06-2012,12.03,7497600,65.300003,151700.0,17.290001,2013800.0,10.26,8161600.0,5.93,409600.0,8.93,16070700.0,11.70507,5148400.0,18.4375,4779700.0,34.837788,2648900.0,95.660004,6186200.0,14.3,28808800.0,32.450001,39130600.0,44.93,2398200.0,66.010002,25992800.0,38.939999,16053000.0,22.610001,39291300.0,20.6,643400.0,58.900002,9021000.0,20.504642,335255200,218.350006,3785200.0,30.01,43563800.0,281.200989,6024800.0,199.100006,6389000.0,30.02,62314400.0,1342.839966,4401570000
20,18-06-2012,12.5,7784900,67.0,110100.0,17.625,1876000.0,10.63,9463800.0,5.95,390200.0,9.03,8626700.0,11.336406,4075800.0,17.871094,4059500.0,33.70229,2222300.0,93.629997,4081400.0,13.82,28741200.0,32.459999,20933700.0,46.310001,1318600.0,66.300003,25750000.0,38.849998,8254900.0,22.620001,23087200.0,20.424999,684600.0,59.419998,9718000.0,20.920713,440412000,222.660004,3369600.0,31.41,42978900.0,284.359161,5012400.0,198.289993,3378900.0,29.84,58679900.0,1344.780029,3259430000
21,19-06-2012,12.7,11647400,68.699997,129600.0,17.879999,1361400.0,10.91,8012700.0,6.21,1363300.0,9.23,6579900.0,11.67742,2843400.0,18.681641,3018200.0,34.742367,1850900.0,96.370003,5295200.0,14.26,30216300.0,32.959999,30620000.0,47.84,1608800.0,66.720001,23615400.0,39.23,11901100.0,22.709999,22410000.0,21.299999,1034200.0,60.259998,8602400.0,20.97893,361404400,224.029999,2716600.0,31.91,30849000.0,289.679199,4167900.0,198.929993,3297600.0,30.700001,75725800.0,1357.97998,3815350000
22,20-06-2012,13.03,8589200,70.449997,249100.0,18.049999,1635200.0,11.21,13200100.0,6.34,977200.0,9.31,10700600.0,11.935484,4887900.0,18.857422,2567000.0,35.076336,2594300.0,96.550003,4941300.0,14.2,28428000.0,32.810001,29557200.0,48.240002,1552400.0,67.0,21254600.0,39.209999,11392200.0,22.67,21824000.0,21.254999,351400.0,59.599998,4344500.0,20.919285,358943200,223.020004,2444400.0,31.6,15553600.0,287.676727,4710800.0,198.779999,3378200.0,30.93,36257100.0,1355.689941,3695700000
23,21-06-2012,13.47,13129800,69.669998,90700.0,17.99,2377400.0,11.23,17544300.0,6.27,995500.0,9.21,12219700.0,11.474654,3100600.0,18.134766,3101400.0,33.883587,1609800.0,93.900002,5577700.0,13.96,35058800.0,32.34,31928700.0,45.23,3836700.0,66.389999,24545300.0,39.450001,17334700.0,22.6,25415900.0,21.004999,425200.0,58.34,5320500.0,20.631071,326351200,220.570007,2843000.0,31.84,21875300.0,281.549683,4037600.0,193.389999,4316600.0,30.139999,48456600.0,1325.51001,4094470000
24,22-06-2012,13.17,14666900,70.110001,194000.0,18.065001,6309600.0,11.04,8435000.0,6.31,1388500.0,9.21,11023400.0,11.62212,2370200.0,18.359375,3002500.0,34.332062,1720800.0,93.629997,6720200.0,14.14,44276800.0,32.810001,34799300.0,46.599998,1788700.0,66.629997,18965700.0,40.18,24147900.0,22.73,25713200.0,21.184999,240600.0,59.07,7494300.0,20.789286,284471600,222.160004,2187500.0,33.049999,74834000.0,284.672974,4472400.0,193.699997,8823000.0,30.700001,45098100.0,1335.02002,5271490000
25,25-06-2012,12.65,5882000,69.0,110200.0,17.639999,1250000.0,10.52,12840500.0,6.34,497200.0,8.76,11120400.0,11.124424,3153400.0,17.666016,1406400.0,32.662212,2193100.0,91.220001,4211300.0,13.48,31764200.0,32.220001,20175000.0,46.02,981200.0,66.5,13734500.0,39.790001,15348000.0,22.469999,27249800.0,20.799999,272400.0,57.689999,6884400.0,20.384644,304382400,220.070007,2382300.0,32.060001,24352900.0,279.303101,3174900.0,192.860001,3211600.0,29.870001,42217200.0,1313.719971,3501820000
26,26-06-2012,12.88,8187700,70.43,132900.0,17.855,1298000.0,11.14,21807000.0,6.32,659700.0,8.87,12379100.0,11.21659,2763700.0,17.421875,2003000.0,32.938931,2078400.0,91.029999,4248000.0,13.51,26104300.0,32.330002,19167400.0,45.939999,1783000.0,66.419998,11100000.0,40.060001,11439100.0,22.440001,23660900.0,21.200001,303600.0,58.799999,7458200.0,20.429644,276536400,225.610001,3754100.0,33.099998,24858700.0,281.285675,2710500.0,191.949997,3435900.0,30.02,38421300.0,1319.98999,3412940000
27,27-06-2012,13.31,7264900,69.290001,138700.0,18.120001,1525400.0,11.07,12157400.0,6.48,759000.0,9.14,10516800.0,11.364056,3381100.0,17.421875,2694500.0,33.70229,1361100.0,93.269997,3576100.0,13.91,18167500.0,32.73,17072700.0,45.189999,1299500.0,66.839996,17594200.0,40.529999,13127500.0,22.610001,20807100.0,21.184999,486000.0,59.290001,7088700.0,20.517857,202997200,225.619995,2799200.0,32.23,28568000.0,283.587036,3397200.0,193.0,2762700.0,30.17,33781700.0,1331.849976,3286910000
28,28-06-2012,13.4,9192300,68.940002,106100.0,18.0,1388200.0,11.16,9647500.0,6.57,825300.0,9.21,7326100.0,9.990784,23941900.0,17.021484,2940100.0,32.328243,3290100.0,93.489998,4413500.0,13.87,21586000.0,32.48,29698300.0,43.73,3811700.0,66.940002,12110900.0,40.68,12562500.0,22.530001,23016600.0,21.135,329000.0,59.599998,25319900.0,20.323214,282836400,221.309998,2994800.0,31.360001,17713300.0,281.101349,3856100.0,191.399994,3967300.0,29.91,45328400.0,1329.040039,3969370000
29,29-06-2012,13.33,9455200,69.68,95600.0,17.950001,1690800.0,10.95,11398200.0,6.51,688800.0,9.22,13235000.0,9.493088,15354900.0,17.900391,2799800.0,34.513359,2315300.0,95.860001,6245300.0,14.59,32233000.0,33.439999,30171700.0,44.790001,2651000.0,67.559998,18286000.0,41.75,23675500.0,23.0,32583200.0,21.610001,640600.0,58.5,11121700.0,20.857143,421500800,228.350006,3614400.0,31.1,19526900.0,288.951935,5057800.0,195.580002,5259600.0,30.59,55227200.0,1362.160034,4590480000
30,02-07-2012,13.55,10702300,71.879997,197300.0,18.215,1593400.0,11.12,7967100.0,6.72,681900.0,9.31,11771700.0,9.926268,6351000.0,18.017578,2374600.0,35.190838,1303100.0,97.129997,3515900.0,14.94,25580200.0,33.549999,19654600.0,44.959999,1252200.0,68.0,12552700.0,41.849998,14334100.0,23.0,23181800.0,21.655001,861600.0,56.259998,12997500.0,21.161428,400092000,229.320007,2330700.0,30.77,14122000.0,289.151184,3323300.0,195.830002,2827000.0,30.559999,30589100.0,1365.51001,3301650000
31,03-07-2012,13.21,8305000,69.949997,71900.0,18.375,1257600.0,10.76,6082600.0,6.63,395700.0,9.28,5000400.0,9.714286,14453600.0,18.164063,884700.0,35.505726,1186700.0,98.599998,2251100.0,15.11,16563300.0,33.48,13531500.0,46.990002,1342700.0,68.040001,8902400.0,41.810001,7550500.0,22.870001,15620200.0,21.719999,2327000.0,54.880001,8460200.0,21.407499,241712800,229.529999,1331700.0,31.200001,8763600.0,292.817444,2387800.0,195.929993,1450400.0,30.76,20938100.0,1374.02002,2116390000
32,05-07-2012,13.47,8573800,68.760002,139900.0,18.809999,2833000.0,10.63,8504000.0,6.69,584100.0,9.15,7096300.0,9.631336,8825900.0,17.792969,2593900.0,33.816795,1460700.0,95.919998,3736900.0,14.51,22538100.0,33.130001,21927700.0,46.830002,1241900.0,67.779999,11857800.0,41.630001,9251400.0,22.67,24559000.0,21.415001,183200.0,55.810001,6937800.0,21.783571,484383200,227.059998,2682300.0,31.469999,10032100.0,296.847351,4709200.0,195.289993,2690200.0,30.700001,28801900.0,1367.579956,3041520000
33,06-07-2012,13.87,11326900,69.989998,80400.0,18.98,2238000.0,11.0,9499300.0,6.76,667400.0,9.27,5492500.0,9.465438,6018300.0,17.431641,1237400.0,32.10878,3125900.0,95.470001,3312800.0,14.14,24562500.0,33.049999,17957600.0,46.0,861300.0,67.639999,9758000.0,41.509998,10060600.0,22.540001,18983800.0,21.26,435200.0,55.82,4458600.0,21.638571,418930400,225.050003,3203200.0,31.73,10945600.0,291.895905,4339700.0,191.410004,4952900.0,30.190001,38294800.0,1354.680054,2745140000
34,09-07-2012,13.49,7933800,70.660004,157300.0,18.07,3523400.0,10.91,7082200.0,6.75,374800.0,9.24,6784900.0,9.428572,4490200.0,17.324219,1389600.0,31.917938,1453700.0,94.470001,4121300.0,13.93,17689100.0,33.259998,19708700.0,46.189999,1122100.0,67.779999,12485900.0,42.130001,20219800.0,22.65,22597400.0,21.424999,629200.0,56.09,4241500.0,21.924643,379405600,225.050003,1922000.0,32.169998,17785200.0,291.910858,3443000.0,189.669998,3988100.0,30.0,30680800.0,1352.459961,2904860000
35,10-07-2012,13.91,11868900,70.440002,193500.0,17.85,2186800.0,10.72,13815500.0,6.8,1026100.0,9.63,17424900.0,9.456222,6346100.0,17.041016,1281400.0,31.135496,2071300.0,94.25,3668600.0,13.71,17878000.0,32.970001,21878400.0,44.869999,1552400.0,67.879997,12851800.0,41.369999,16710400.0,22.440001,24714900.0,21.24,503400.0,55.700001,5662700.0,21.721786,511957600,219.5,2982100.0,31.469999,14269500.0,289.763885,3860500.0,186.259995,4690300.0,29.74,37534100.0,1341.469971,3470600000
36,11-07-2012,14.12,9101100,72.040001,364900.0,18.299999,3017200.0,11.09,11355600.0,6.79,1333700.0,9.56,8590900.0,9.447004,4675900.0,17.265625,1823300.0,31.192749,1287200.0,95.129997,4516400.0,13.81,23952100.0,33.27,23266200.0,45.02,1376500.0,67.900002,12026100.0,41.209999,12362200.0,22.34,25999500.0,21.389999,344400.0,56.040001,5316400.0,21.586786,469322000,218.369995,2734700.0,30.969999,13030300.0,284.528503,7024700.0,185.25,5456100.0,29.299999,39184900.0,1341.449951,3426290000
37,12-07-2012,13.97,8067800,71.230003,187100.0,18.23,1811400.0,10.75,9789900.0,6.5,2016100.0,9.31,8916700.0,9.336406,4663300.0,16.894531,1423100.0,30.391222,1376100.0,94.019997,3187000.0,13.55,19514900.0,32.849998,29956400.0,45.029999,2043800.0,67.709999,16484200.0,42.91,45955100.0,22.67,43230400.0,21.27,1496800.0,54.57,6079200.0,21.389286,428041600,215.360001,2616200.0,30.809999,11300700.0,284.174835,4636800.0,183.089996,4931300.0,28.629999,63523600.0,1334.76001,3654440000
38,13-07-2012,14.45,6694600,72.989998,114600.0,18.48,1412600.0,10.82,5318900.0,6.73,746200.0,9.44,7510500.0,9.437788,4165800.0,17.060547,1478900.0,30.152672,2604600.0,97.43,4592400.0,14.05,23078400.0,33.91,39549100.0,45.27,1333500.0,68.610001,13238800.0,43.470001,16968500.0,22.809999,28156800.0,21.344999,296200.0,55.200001,5053000.0,21.606071,311427200,218.389999,2221900.0,30.719999,8108300.0,287.183563,3966700.0,186.009995,3933000.0,29.389999,39085000.0,1356.780029,3212930000
39,16-07-2012,14.09,9171500,73.660004,159200.0,18.629999,1123000.0,10.97,7189800.0,6.74,826700.0,9.42,8616200.0,9.16129,8038000.0,17.060547,1742200.0,29.799618,1564200.0,97.68,4503000.0,14.25,17246600.0,34.02,29744300.0,45.049999,1466300.0,68.449997,12921500.0,43.349998,15233400.0,23.129999,29287300.0,21.625,279600.0,55.16,3170100.0,21.675358,301260400,216.009995,2004200.0,28.25,24672100.0,286.386566,2936100.0,184.789993,3144400.0,29.440001,27900600.0,1353.640015,2862720000
40,17-07-2012,14.07,7634500,74.0,127500.0,18.615,1109200.0,10.8,10406800.0,6.67,584000.0,9.39,9204600.0,9.262672,3628000.0,17.285156,849800.0,29.818703,2001400.0,97.980003,9502200.0,14.34,19718200.0,34.119999,21711600.0,47.02,1421400.0,69.0,24201900.0,44.189999,20143800.0,23.620001,41104200.0,21.719999,300600.0,55.900002,6180000.0,21.676428,293624800,216.929993,1987000.0,28.09,30438600.0,287.288177,3372700.0,183.649994,5158600.0,29.66,33771300.0,1363.670044,3566680000
41,18-07-2012,13.42,11240100,73.839996,82700.0,18.674999,1881200.0,10.23,19709300.0,6.53,538000.0,9.42,9336300.0,9.281106,2103900.0,17.919922,3470300.0,30.085878,1713800.0,96.510002,4443200.0,13.99,21021300.0,33.959999,23349300.0,47.950001,1810300.0,69.370003,15616200.0,43.939999,16211100.0,23.67,34895900.0,21.815001,235600.0,56.349998,5090200.0,21.652143,252700000,217.470001,2093000.0,29.110001,16841800.0,289.295654,3107900.0,188.25,8019500.0,30.450001,41090400.0,1372.780029,3642630000
42,19-07-2012,12.5,13748800,71.82,184800.0,18.245001,2450000.0,10.0,15720100.0,6.3,622500.0,9.15,15706800.0,9.465438,3490200.0,17.216797,4313900.0,30.085878,1350500.0,95.0,6164100.0,13.25,61251700.0,34.150002,22687500.0,47.970001,1408900.0,69.529999,13499500.0,43.939999,13990100.0,23.799999,107223500.0,22.0,186400.0,54.990002,16696600.0,21.940001,436861600,226.169998,5449400.0,29.0,13685100.0,295.422668,9384300.0,195.339996,10395400.0,30.67,46663200.0,1376.51001,4043360000
43,20-07-2012,12.01,10048400,69.870003,95400.0,17.91,1930200.0,9.94,12053500.0,6.08,968200.0,8.86,12555800.0,9.13364,5258600.0,16.572266,2860900.0,28.673664,2185300.0,94.160004,5543900.0,12.78,33452600.0,33.810001,24839600.0,47.630001,1508000.0,68.629997,13964600.0,43.41,13016800.0,23.700001,112295700.0,21.620001,439800.0,55.41,8367300.0,21.582144,397471200,228.289993,4170000.0,28.76,11869100.0,304.269531,12975800.0,192.449997,4789700.0,30.120001,64021700.0,1362.660034,3925020000
44,23-07-2012,12.08,9005300,69.769997,113900.0,17.780001,1727400.0,9.66,12583800.0,6.14,1222000.0,8.71,8106300.0,8.829494,12843600.0,16.25,2495800.0,27.442749,3244100.0,93.160004,4761200.0,12.64,23396100.0,33.439999,26461300.0,46.0,2306700.0,68.110001,11771400.0,43.27,14379100.0,23.6,104776100.0,21.290001,401400.0,54.509998,6037000.0,21.565357,487975600,226.009995,5515100.0,28.75,12390700.0,306.605774,7150000.0,190.830002,3904500.0,29.280001,55151900.0,1350.52002,3717180000
45,24-07-2012,11.59,7879600,68.400002,100600.0,17.344999,1639000.0,9.33,14537700.0,6.03,1252400.0,8.66,10878100.0,8.608294,13462400.0,15.820313,3668800.0,26.87977,6470000.0,94.470001,5301700.0,12.62,22631700.0,33.23,24927200.0,46.0,2024700.0,67.349998,12145700.0,42.689999,20376800.0,23.379999,36630600.0,20.985001,1299400.0,54.900002,7561100.0,21.461428,565132400,223.039993,5008700.0,28.450001,11539800.0,302.650604,4033800.0,190.339996,3597100.0,29.15,47723300.0,1338.310059,3891290000
46,25-07-2012,11.15,17717800,68.220001,68000.0,17.225,2060000.0,9.47,24152400.0,5.88,1610000.0,8.47,8749600.0,8.580646,12469600.0,15.898438,2912500.0,26.087786,4222300.0,95.959999,4578900.0,12.96,25081600.0,33.16,25968000.0,47.009998,1304800.0,67.529999,9882200.0,42.619999,12231600.0,23.33,28701600.0,21.309999,268000.0,52.48,19603900.0,20.534643,877312800,217.050003,3646700.0,29.34,17230200.0,302.859802,3659600.0,191.080002,3833800.0,28.83,45579500.0,1337.890015,3719170000
47,26-07-2012,11.19,10942700,69.199997,66700.0,17.309999,1569000.0,9.41,19560100.0,6.07,1154800.0,8.68,8194200.0,8.930876,4571100.0,16.308594,3269500.0,27.557251,4304100.0,98.059998,5077400.0,13.0,33523200.0,33.779999,22763000.0,47.68,1464000.0,68.739998,16477200.0,43.330002,16303300.0,23.49,25498100.0,21.445,171200.0,52.009998,10510600.0,20.531429,406632800,220.009995,6937400.0,26.85,64597400.0,305.53479,3382900.0,193.949997,3282900.0,29.16,45301400.0,1360.02002,4429300000
48,27-07-2012,11.35,5844700,69.93,94700.0,17.540001,1138400.0,9.42,14923500.0,6.29,766300.0,8.9,9477700.0,9.732718,13307300.0,17.470703,4716200.0,29.351145,5355900.0,101.639999,6397200.0,13.49,32845000.0,34.150002,25808800.0,49.119999,1793500.0,69.519997,14015900.0,45.099998,29980900.0,23.83,34561000.0,21.605,368800.0,53.34,8569900.0,20.898571,403936400,237.320007,11313900.0,23.709999,123102300.0,316.294464,7125900.0,196.389999,4177300.0,29.76,44242600.0,1385.969971,4399010000
